time_period,time_identifier,geographic_level,country_code,country_name,itt_subject,itt_route,itt_program_type,num_candidates,num_accepted,perc_accepted_candidates_on_route,in_cycle_accepted_candidates,in_cycle_acceptance_rate
202223,Academic year,National,E92000001,England,Secondary,PG Salaried PGTA,HEI,283,31,0,36,13
202223,Academic year,National,E92000001,England,Secondary,PG Salaried PGTA,SCITT,1174,208,2,218,19
202223,Academic year,National,E92000001,England,Secondary,PG Salaried PGTA,Total,1377,239,2,254,18
202223,Academic year,National,E92000001,England,Secondary,PG Salaried School Direct,HEI,716,97,1,105,15
202223,Academic year,National,E92000001,England,Secondary,PG Salaried School Direct,SCITT,1689,291,3,306,18
202223,Academic year,National,E92000001,England,Secondary,PG Salaried School Direct,Total,2117,388,3,411,19
202223,Academic year,National,E92000001,England,Secondary,PG Total,HEI,18554,7714,67,9356,50
202223,Academic year,National,E92000001,England,Secondary,PG Total,SCITT,10914,3872,33,4513,41
202223,Academic year,National,E92000001,England,Secondary,PG Total,Total,22216,11586,100,13869,62
202223,Academic year,National,E92000001,England,Secondary,Total,HEI,18554,7714,67,9356,50
202223,Academic year,National,E92000001,England,Secondary,Total,SCITT,10914,3872,33,4513,41
202223,Academic year,National,E92000001,England,Secondary,Total,Total,22216,11586,100,13869,62
202223,Academic year,National,E92000001,England,STEM Subjects,PG fee-funded,HEI,6662,2460,64,3010,45
202223,Academic year,National,E92000001,England,STEM Subjects,PG fee-funded,SCITT,3434,1147,30,1337,39
202223,Academic year,National,E92000001,England,STEM Subjects,PG fee-funded,Total,7813,3607,94,4347,56
202223,Academic year,National,E92000001,England,STEM Subjects,PG Salaried PGTA,HEI,87,10,0,12,14
202223,Academic year,National,E92000001,England,STEM Subjects,PG Salaried PGTA,SCITT,397,45,1,48,12
202223,Academic year,National,E92000001,England,STEM Subjects,PG Salaried PGTA,Total,460,55,1,60,13
202223,Academic year,National,E92000001,England,STEM Subjects,PG Salaried School Direct,HEI,286,41,1,46,16
202223,Academic year,National,E92000001,England,STEM Subjects,PG Salaried School Direct,SCITT,812,125,3,131,16
202223,Academic year,National,E92000001,England,STEM Subjects,PG Salaried School Direct,Total,972,166,4,177,18
202223,Academic year,National,E92000001,England,STEM Subjects,PG Total,HEI,6867,2511,66,3068,45
202223,Academic year,National,E92000001,England,STEM Subjects,PG Total,SCITT,4092,1317,34,1516,37
202223,Academic year,National,E92000001,England,STEM Subjects,PG Total,Total,8296,3828,100,4584,55
202223,Academic year,National,E92000001,England,STEM Subjects,Total,HEI,6867,2511,66,3068,45
202223,Academic year,National,E92000001,England,STEM Subjects,Total,SCITT,4092,1317,34,1516,37
202223,Academic year,National,E92000001,England,STEM Subjects,Total,Total,8296,3828,100,4584,55
202223,Academic year,National,E92000001,England,Total,PG fee-funded,HEI,31020,14872,65,17909,58
202223,Academic year,National,E92000001,England,Total,PG fee-funded,SCITT,16334,6427,28,7617,47
202223,Academic year,National,E92000001,England,Total,PG fee-funded,Total,36284,21299,94,25526,70
202223,Academic year,National,E92000001,England,Total,PG Salaried PGTA,HEI,1055,151,1,164,16
202223,Academic year,National,E92000001,England,Total,PG Salaried PGTA,SCITT,2773,576,3,612,22
202223,Academic year,National,E92000001,England,Total,PG Salaried PGTA,Total,3480,727,3,776,22
202223,Academic year,National,E92000001,England,Total,PG Salaried School Direct,HEI,1575,229,1,241,15
202223,Academic year,National,E92000001,England,Total,PG Salaried School Direct,SCITT,3094,520,2,551,18
202223,Academic year,National,E92000001,England,Total,PG Salaried School Direct,Total,4039,749,3,792,20
202223,Academic year,National,E92000001,England,Total,PG Total,HEI,32294,15252,67,18314,57
202223,Academic year,National,E92000001,England,Total,PG Total,SCITT,19325,7523,33,8780,45
202223,Academic year,National,E92000001,England,Total,PG Total,Total,38581,22775,100,27094,70
202223,Academic year,National,E92000001,England,Total,Total,HEI,32294,15252,67,18314,57
202223,Academic year,National,E92000001,England,Total,Total,SCITT,19325,7523,33,8780,45
202223,Academic year,National,E92000001,England,Total,Total,Total,38581,22775,100,27094,70
202324,Academic year,National,E92000001,England,Art & Design,PG fee-funded,HEI,882,296,69,374,42
202324,Academic year,National,E92000001,England,Art & Design,PG fee-funded,SCITT,419,108,25,138,33
202324,Academic year,National,E92000001,England,Art & Design,PG fee-funded,Total,1053,404,94,512,49
202324,Academic year,National,E92000001,England,Art & Design,PG Salaried PGTA,HEI,6,0,0,x,x
202324,Academic year,National,E92000001,England,Art & Design,PG Salaried PGTA,SCITT,65,16,4,18,28
202324,Academic year,National,E92000001,England,Art & Design,PG Salaried PGTA,Total,67,16,4,18,27
202324,Academic year,National,E92000001,England,Art & Design,PG Salaried School Direct,HEI,7,4,1,x,x
202324,Academic year,National,E92000001,England,Art & Design,PG Salaried School Direct,SCITT,21,4,1,x,x
202324,Academic year,National,E92000001,England,Art & Design,PG Salaried School Direct,Total,28,8,2,x,x
202324,Academic year,National,E92000001,England,Art & Design,PG Total,HEI,893,300,70,378,42
202324,Academic year,National,E92000001,England,Art & Design,PG Total,SCITT,470,128,30,160,34
202324,Academic year,National,E92000001,England,Art & Design,PG Total,Total,1096,428,100,538,49
202324,Academic year,National,E92000001,England,Art & Design,Total,HEI,893,300,70,378,42
202324,Academic year,National,E92000001,England,Art & Design,Total,SCITT,470,128,30,160,34
202324,Academic year,National,E92000001,England,Art & Design,Total,Total,1096,428,100,538,49
202324,Academic year,National,E92000001,England,Biology,PG fee-funded,HEI,2222,552,64,669,30
202324,Academic year,National,E92000001,England,Biology,PG fee-funded,SCITT,961,263,30,308,32
202324,Academic year,National,E92000001,England,Biology,PG fee-funded,Total,2624,815,94,977,37
202324,Academic year,National,E92000001,England,Biology,PG Salaried PGTA,HEI,8,4,0,x,x
202324,Academic year,National,E92000001,England,Biology,PG Salaried PGTA,SCITT,158,16,2,19,12
202324,Academic year,National,E92000001,England,Biology,PG Salaried PGTA,Total,166,20,2,22,13
202324,Academic year,National,E92000001,England,Biology,PG Salaried School Direct,HEI,59,7,1,7,12
202324,Academic year,National,E92000001,England,Biology,PG Salaried School Direct,SCITT,361,24,3,25,7
202324,Academic year,National,E92000001,England,Biology,PG Salaried School Direct,Total,391,31,4,32,8
202324,Academic year,National,E92000001,England,Biology,PG Total,HEI,2263,563,65,679,30
202324,Academic year,National,E92000001,England,Biology,PG Total,SCITT,1304,303,35,352,27
202324,Academic year,National,E92000001,England,Biology,PG Total,Total,2847,866,100,1031,36
202324,Academic year,National,E92000001,England,Biology,Total,HEI,2263,563,65,679,30
202324,Academic year,National,E92000001,England,Biology,Total,SCITT,1304,303,35,352,27
202324,Academic year,National,E92000001,England,Biology,Total,Total,2847,866,100,1031,36
202324,Academic year,National,E92000001,England,Business Studies,PG fee-funded,HEI,788,102,56,147,19
202324,Academic year,National,E92000001,England,Business Studies,PG fee-funded,SCITT,340,49,27,72,21
202324,Academic year,National,E92000001,England,Business Studies,PG fee-funded,Total,958,151,83,219,23
202324,Academic year,National,E92000001,England,Business Studies,PG Salaried PGTA,HEI,4,0,0,x,x
202324,Academic year,National,E92000001,England,Business Studies,PG Salaried PGTA,SCITT,123,14,8,15,12
202324,Academic year,National,E92000001,England,Business Studies,PG Salaried PGTA,Total,124,14,8,15,12
202324,Academic year,National,E92000001,England,Business Studies,PG Salaried School Direct,HEI,57,5,3,6,11
202324,Academic year,National,E92000001,England,Business Studies,PG Salaried School Direct,SCITT,102,11,6,12,12
202324,Academic year,National,E92000001,England,Business Studies,PG Salaried School Direct,Total,147,16,9,18,12
202324,Academic year,National,E92000001,England,Business Studies,PG Total,HEI,830,107,59,153,18
202324,Academic year,National,E92000001,England,Business Studies,PG Total,SCITT,467,74,41,99,21
202324,Academic year,National,E92000001,England,Business Studies,PG Total,Total,1070,181,100,252,24
202324,Academic year,National,E92000001,England,Business Studies,Total,HEI,830,107,59,153,18
202324,Academic year,National,E92000001,England,Business Studies,Total,SCITT,467,74,41,99,21
202324,Academic year,National,E92000001,England,Business Studies,Total,Total,1070,181,100,252,24
202324,Academic year,National,E92000001,England,Chemistry,PG fee-funded,HEI,2006,484,62,583,29
202324,Academic year,National,E92000001,England,Chemistry,PG fee-funded,SCITT,864,244,31,302,35
202324,Academic year,National,E92000001,England,Chemistry,PG fee-funded,Total,2360,728,94,885,38
202324,Academic year,National,E92000001,England,Chemistry,PG Salaried PGTA,HEI,5,0,0,x,x
202324,Academic year,National,E92000001,England,Chemistry,PG Salaried PGTA,SCITT,97,5,1,5,5
202324,Academic year,National,E92000001,England,Chemistry,PG Salaried PGTA,Total,101,5,1,5,5
202324,Academic year,National,E92000001,England,Chemistry,PG Salaried School Direct,HEI,71,9,1,9,13
202324,Academic year,National,E92000001,England,Chemistry,PG Salaried School Direct,SCITT,311,33,4,37,12
202324,Academic year,National,E92000001,England,Chemistry,PG Salaried School Direct,Total,360,42,5,46,13
202324,Academic year,National,E92000001,England,Chemistry,PG Total,HEI,2040,493,64,592,29
202324,Academic year,National,E92000001,England,Chemistry,PG Total,SCITT,1127,282,36,344,31
202324,Academic year,National,E92000001,England,Chemistry,PG Total,Total,2522,775,100,936,37
202324,Academic year,National,E92000001,England,Chemistry,Total,HEI,2040,493,64,592,29
202324,Academic year,National,E92000001,England,Chemistry,Total,SCITT,1127,282,36,344,31
202324,Academic year,National,E92000001,England,Chemistry,Total,Total,2522,775,100,936,37
202324,Academic year,National,E92000001,England,Classics,PG fee-funded,HEI,93,42,86,50,54
202324,Academic year,National,E92000001,England,Classics,PG fee-funded,SCITT,24,7,14,x,x
202324,Academic year,National,E92000001,England,Classics,PG fee-funded,Total,101,49,100,60,59
202324,Academic year,National,E92000001,England,Classics,PG Salaried PGTA,HEI,0,0,0,0,0
202324,Academic year,National,E92000001,England,Classics,PG Salaried PGTA,SCITT,1,0,0,x,x
202324,Academic year,National,E92000001,England,Classics,PG Salaried PGTA,Total,1,0,0,x,x
202324,Academic year,National,E92000001,England,Classics,PG Salaried School Direct,HEI,0,0,0,0,0
202324,Academic year,National,E92000001,England,Classics,PG Salaried School Direct,SCITT,5,0,0,x,x
202324,Academic year,National,E92000001,England,Classics,PG Salaried School Direct,Total,5,0,0,x,x
202324,Academic year,National,E92000001,England,Classics,PG Total,HEI,93,42,86,50,54
202324,Academic year,National,E92000001,England,Classics,PG Total,SCITT,28,7,14,x,x
202324,Academic year,National,E92000001,England,Classics,PG Total,Total,105,49,100,60,57
202324,Academic year,National,E92000001,England,Classics,Total,HEI,93,42,86,50,54
202324,Academic year,National,E92000001,England,Classics,Total,SCITT,28,7,14,x,x
202324,Academic year,National,E92000001,England,Classics,Total,Total,105,49,100,60,57
202324,Academic year,National,E92000001,England,Computing,PG fee-funded,HEI,1374,282,64,343,25
202324,Academic year,National,E92000001,England,Computing,PG fee-funded,SCITT,597,137,31,164,27
202324,Academic year,National,E92000001,England,Computing,PG fee-funded,Total,1633,419,95,507,31
202324,Academic year,National,E92000001,England,Computing,PG Salaried PGTA,HEI,11,1,0,x,x
202324,Academic year,National,E92000001,England,Computing,PG Salaried PGTA,SCITT,70,2,0,2,3
202324,Academic year,National,E92000001,England,Computing,PG Salaried PGTA,Total,78,3,1,3,4
202324,Academic year,National,E92000001,England,Computing,PG Salaried School Direct,HEI,67,3,1,6,9
202324,Academic year,National,E92000001,England,Computing,PG Salaried School Direct,SCITT,183,14,3,17,9
202324,Academic year,National,E92000001,England,Computing,PG Salaried School Direct,Total,221,17,4,23,10
202324,Academic year,National,E92000001,England,Computing,PG Total,HEI,1411,286,65,350,25
202324,Academic year,National,E92000001,England,Computing,PG Total,SCITT,766,153,35,183,24
202324,Academic year,National,E92000001,England,Computing,PG Total,Total,1751,439,100,533,30
202324,Academic year,National,E92000001,England,Computing,Total,HEI,1411,286,65,350,25
202324,Academic year,National,E92000001,England,Computing,Total,SCITT,766,153,35,183,24
202324,Academic year,National,E92000001,England,Computing,Total,Total,1751,439,100,533,30
202324,Academic year,National,E92000001,England,Design & Technology,PG fee-funded,HEI,786,253,45,296,38
202324,Academic year,National,E92000001,England,Design & Technology,PG fee-funded,SCITT,643,257,46,302,47
202324,Academic year,National,E92000001,England,Design & Technology,PG fee-funded,Total,1115,510,91,598,54
202324,Academic year,National,E92000001,England,Design & Technology,PG Salaried PGTA,HEI,2,1,0,x,x
202324,Academic year,National,E92000001,England,Design & Technology,PG Salaried PGTA,SCITT,27,9,2,x,x
202324,Academic year,National,E92000001,England,Design & Technology,PG Salaried PGTA,Total,29,10,2,x,x
202324,Academic year,National,E92000001,England,Design & Technology,PG Salaried School Direct,HEI,35,7,1,7,20
202324,Academic year,National,E92000001,England,Design & Technology,PG Salaried School Direct,SCITT,123,31,6,39,32
202324,Academic year,National,E92000001,England,Design & Technology,PG Salaried School Direct,Total,152,38,7,46,30
202324,Academic year,National,E92000001,England,Design & Technology,PG Total,HEI,805,261,47,304,38
202324,Academic year,National,E92000001,England,Design & Technology,PG Total,SCITT,728,297,53,351,48
202324,Academic year,National,E92000001,England,Design & Technology,PG Total,Total,1201,558,100,655,55
202324,Academic year,National,E92000001,England,Design & Technology,Total,HEI,805,261,47,304,38
202324,Academic year,National,E92000001,England,Design & Technology,Total,SCITT,728,297,53,351,48
202324,Academic year,National,E92000001,England,Design & Technology,Total,Total,1201,558,100,655,55
202324,Academic year,National,E92000001,England,Drama,PG fee-funded,HEI,463,167,66,199,43
202324,Academic year,National,E92000001,England,Drama,PG fee-funded,SCITT,254,73,29,89,35
202324,Academic year,National,E92000001,England,Drama,PG fee-funded,Total,580,240,95,288,50
202324,Academic year,National,E92000001,England,Drama,PG Salaried PGTA,HEI,2,1,0,x,x
202324,Academic year,National,E92000001,England,Drama,PG Salaried PGTA,SCITT,37,11,4,11,30
202324,Academic year,National,E92000001,England,Drama,PG Salaried PGTA,Total,39,12,5,12,31
202324,Academic year,National,E92000001,England,Drama,PG Salaried School Direct,HEI,0,0,0,0,0
202324,Academic year,National,E92000001,England,Drama,PG Salaried School Direct,SCITT,15,1,0,x,x
202324,Academic year,National,E92000001,England,Drama,PG Salaried School Direct,Total,15,1,0,x,x
202324,Academic year,National,E92000001,England,Drama,PG Total,HEI,463,168,66,200,43
202324,Academic year,National,E92000001,England,Drama,PG Total,SCITT,288,85,34,101,35
202324,Academic year,National,E92000001,England,Drama,PG Total,Total,610,253,100,301,49
202324,Academic year,National,E92000001,England,Drama,Total,HEI,463,168,66,200,43
202324,Academic year,National,E92000001,England,Drama,Total,SCITT,288,85,34,101,35
202324,Academic year,National,E92000001,England,Drama,Total,Total,610,253,100,301,49
202324,Academic year,National,E92000001,England,English,PG fee-funded,HEI,3829,1270,63,1482,39
202324,Academic year,National,E92000001,England,English,PG fee-funded,SCITT,1865,587,29,692,37
202324,Academic year,National,E92000001,England,English,PG fee-funded,Total,4611,1857,92,2174,47
202324,Academic year,National,E92000001,England,English,PG Salaried PGTA,HEI,60,3,0,3,5
202324,Academic year,National,E92000001,England,English,PG Salaried PGTA,SCITT,443,77,4,85,19
202324,Academic year,National,E92000001,England,English,PG Salaried PGTA,Total,486,80,4,88,18
202324,Academic year,National,E92000001,England,English,PG Salaried School Direct,HEI,207,25,1,27,13
202324,Academic year,National,E92000001,England,English,PG Salaried School Direct,SCITT,371,67,3,79,21
202324,Academic year,National,E92000001,England,English,PG Salaried School Direct,Total,517,92,5,106,21
202324,Academic year,National,E92000001,England,English,PG Total,HEI,3970,1298,64,1512,38
202324,Academic year,National,E92000001,England,English,PG Total,SCITT,2312,731,36,856,37
202324,Academic year,National,E92000001,England,English,PG Total,Total,4985,2029,100,2368,48
202324,Academic year,National,E92000001,England,English,Total,HEI,3970,1298,64,1512,38
202324,Academic year,National,E92000001,England,English,Total,SCITT,2312,731,36,856,37
202324,Academic year,National,E92000001,England,English,Total,Total,4985,2029,100,2368,48
202324,Academic year,National,E92000001,England,Geography,PG fee-funded,HEI,1438,529,66,609,42
202324,Academic year,National,E92000001,England,Geography,PG fee-funded,SCITT,706,242,30,271,38
202324,Academic year,National,E92000001,England,Geography,PG fee-funded,Total,1717,771,96,880,51
202324,Academic year,National,E92000001,England,Geography,PG Salaried PGTA,HEI,4,0,0,x,x
202324,Academic year,National,E92000001,England,Geography,PG Salaried PGTA,SCITT,54,11,1,11,20
202324,Academic year,National,E92000001,England,Geography,PG Salaried PGTA,Total,57,11,1,12,21
202324,Academic year,National,E92000001,England,Geography,PG Salaried School Direct,HEI,42,1,0,1,2
202324,Academic year,National,E92000001,England,Geography,PG Salaried School Direct,SCITT,120,23,3,24,20
202324,Academic year,National,E92000001,England,Geography,PG Salaried School Direct,Total,152,24,3,25,16
202324,Academic year,National,E92000001,England,Geography,PG Total,HEI,1463,530,66,611,42
202324,Academic year,National,E92000001,England,Geography,PG Total,SCITT,812,276,34,306,38
202324,Academic year,National,E92000001,England,Geography,PG Total,Total,1795,806,100,917,51
202324,Academic year,National,E92000001,England,Geography,Total,HEI,1463,530,66,611,42
202324,Academic year,National,E92000001,England,Geography,Total,SCITT,812,276,34,306,38
202324,Academic year,National,E92000001,England,Geography,Total,Total,1795,806,100,917,51
202324,Academic year,National,E92000001,England,History,PG fee-funded,HEI,1367,568,69,644,47
202324,Academic year,National,E92000001,England,History,PG fee-funded,SCITT,632,213,26,253,40
202324,Academic year,National,E92000001,England,History,PG fee-funded,Total,1614,781,95,897,56
202324,Academic year,National,E92000001,England,History,PG Salaried PGTA,HEI,4,2,0,x,x
202324,Academic year,National,E92000001,England,History,PG Salaried PGTA,SCITT,110,26,3,27,25
202324,Academic year,National,E92000001,England,History,PG Salaried PGTA,Total,113,28,3,29,26
202324,Academic year,National,E92000001,England,History,PG Salaried School Direct,HEI,37,3,0,3,8
202324,Academic year,National,E92000001,England,History,PG Salaried School Direct,SCITT,113,14,2,15,13
202324,Academic year,National,E92000001,England,History,PG Salaried School Direct,Total,132,17,2,18,14
202324,Academic year,National,E92000001,England,History,PG Total,HEI,1396,573,69,649,46
202324,Academic year,National,E92000001,England,History,PG Total,SCITT,760,253,31,295,39
202324,Academic year,National,E92000001,England,History,PG Total,Total,1720,826,100,944,55
202324,Academic year,National,E92000001,England,History,Total,HEI,1396,573,69,649,46
202324,Academic year,National,E92000001,England,History,Total,SCITT,760,253,31,295,39
202324,Academic year,National,E92000001,England,History,Total,Total,1720,826,100,944,55
202324,Academic year,National,E92000001,England,Mathematics,PG fee-funded,HEI,4546,1091,61,1316,29
202324,Academic year,National,E92000001,England,Mathematics,PG fee-funded,SCITT,2282,579,32,674,30
202324,Academic year,National,E92000001,England,Mathematics,PG fee-funded,Total,5450,1670,93,1990,37
202324,Academic year,National,E92000001,England,Mathematics,PG Salaried PGTA,HEI,62,5,0,6,10
202324,Academic year,National,E92000001,England,Mathematics,PG Salaried PGTA,SCITT,418,28,2,32,8
202324,Academic year,National,E92000001,England,Mathematics,PG Salaried PGTA,Total,461,33,2,38,8
202324,Academic year,National,E92000001,England,Mathematics,PG Salaried School Direct,HEI,200,15,1,16,8
202324,Academic year,National,E92000001,England,Mathematics,PG Salaried School Direct,SCITT,826,80,4,92,11
202324,Academic year,National,E92000001,England,Mathematics,PG Salaried School Direct,Total,928,95,5,108,12
202324,Academic year,National,E92000001,England,Mathematics,PG Total,HEI,4652,1111,62,1338,29
202324,Academic year,National,E92000001,England,Mathematics,PG Total,SCITT,3002,687,38,798,27
202324,Academic year,National,E92000001,England,Mathematics,PG Total,Total,5901,1798,100,2136,36
202324,Academic year,National,E92000001,England,Mathematics,Total,HEI,4652,1111,62,1338,29
202324,Academic year,National,E92000001,England,Mathematics,Total,SCITT,3002,687,38,798,27
202324,Academic year,National,E92000001,England,Mathematics,Total,Total,5901,1798,100,2136,36
202324,Academic year,National,E92000001,England,Modern Foreign Languages,PG fee-funded,HEI,2019,661,65,794,39
202324,Academic year,National,E92000001,England,Modern Foreign Languages,PG fee-funded,SCITT,903,318,31,375,42
202324,Academic year,National,E92000001,England,Modern Foreign Languages,PG fee-funded,Total,2328,979,97,1169,50
202324,Academic year,National,E92000001,England,Modern Foreign Languages,PG Salaried PGTA,HEI,17,4,0,x,x
202324,Academic year,National,E92000001,England,Modern Foreign Languages,PG Salaried PGTA,SCITT,115,4,0,4,3
202324,Academic year,National,E92000001,England,Modern Foreign Languages,PG Salaried PGTA,Total,128,8,1,8,6
202324,Academic year,National,E92000001,England,Modern Foreign Languages,PG Salaried School Direct,HEI,31,4,0,4,13
202324,Academic year,National,E92000001,England,Modern Foreign Languages,PG Salaried School Direct,SCITT,154,21,2,22,14
202324,Academic year,National,E92000001,England,Modern Foreign Languages,PG Salaried School Direct,Total,171,25,2,26,15
202324,Academic year,National,E92000001,England,Modern Foreign Languages,PG Total,HEI,2041,669,66,802,39
202324,Academic year,National,E92000001,England,Modern Foreign Languages,PG Total,SCITT,1037,343,34,401,39
202324,Academic year,National,E92000001,England,Modern Foreign Languages,PG Total,Total,2400,1012,100,1203,50
202324,Academic year,National,E92000001,England,Modern Foreign Languages,Total,HEI,2041,669,66,802,39
202324,Academic year,National,E92000001,England,Modern Foreign Languages,Total,SCITT,1037,343,34,401,39
202324,Academic year,National,E92000001,England,Modern Foreign Languages,Total,Total,2400,1012,100,1203,50
202324,Academic year,National,E92000001,England,Music,PG fee-funded,HEI,332,129,62,161,48
202324,Academic year,National,E92000001,England,Music,PG fee-funded,SCITT,198,51,25,72,36
202324,Academic year,National,E92000001,England,Music,PG fee-funded,Total,408,180,87,233,57
202324,Academic year,National,E92000001,England,Music,PG Salaried PGTA,HEI,6,0,0,x,x
202324,Academic year,National,E92000001,England,Music,PG Salaried PGTA,SCITT,65,15,7,16,25
202324,Academic year,National,E92000001,England,Music,PG Salaried PGTA,Total,69,15,7,16,23
202324,Academic year,National,E92000001,England,Music,PG Salaried School Direct,HEI,10,2,1,x,x
202324,Academic year,National,E92000001,England,Music,PG Salaried School Direct,SCITT,41,10,5,9,22
202324,Academic year,National,E92000001,England,Music,PG Salaried School Direct,Total,45,12,6,11,24
202324,Academic year,National,E92000001,England,Music,PG Total,HEI,341,131,63,163,48
202324,Academic year,National,E92000001,England,Music,PG Total,SCITT,256,76,37,97,38
202324,Academic year,National,E92000001,England,Music,PG Total,Total,462,207,100,260,56
202324,Academic year,National,E92000001,England,Music,Total,HEI,341,131,63,163,48
202324,Academic year,National,E92000001,England,Music,Total,SCITT,256,76,37,97,38
202324,Academic year,National,E92000001,England,Music,Total,Total,462,207,100,260,56
202324,Academic year,National,E92000001,England,Non-STEM Secondary Subjects,PG fee-funded,HEI,14349,5272,64,6266,44
202324,Academic year,National,E92000001,England,Non-STEM Secondary Subjects,PG fee-funded,SCITT,7431,2489,30,2972,40
202324,Academic year,National,E92000001,England,Non-STEM Secondary Subjects,PG fee-funded,Total,17049,7761,94,9238,54
202324,Academic year,National,E92000001,England,Non-STEM Secondary Subjects,PG Salaried PGTA,HEI,168,20,0,24,14
202324,Academic year,National,E92000001,England,Non-STEM Secondary Subjects,PG Salaried PGTA,SCITT,1220,237,3,254,21
202324,Academic year,National,E92000001,England,Non-STEM Secondary Subjects,PG Salaried PGTA,Total,1336,257,3,278,21
202324,Academic year,National,E92000001,England,Non-STEM Secondary Subjects,PG Salaried School Direct,HEI,475,61,1,64,13
202324,Academic year,National,E92000001,England,Non-STEM Secondary Subjects,PG Salaried School Direct,SCITT,1171,216,3,239,20
202324,Academic year,National,E92000001,England,Non-STEM Secondary Subjects,PG Salaried School Direct,Total,1498,277,3,303,20
202324,Academic year,National,E92000001,England,Non-STEM Secondary Subjects,PG Total,HEI,14677,5353,65,6354,43
202324,Academic year,National,E92000001,England,Non-STEM Secondary Subjects,PG Total,SCITT,8658,2942,35,3465,40
202324,Academic year,National,E92000001,England,Non-STEM Secondary Subjects,PG Total,Total,17994,8295,100,9819,55
202324,Academic year,National,E92000001,England,Non-STEM Secondary Subjects,Total,HEI,14677,5353,65,6354,43
202324,Academic year,National,E92000001,England,Non-STEM Secondary Subjects,Total,SCITT,8658,2942,35,3465,40
202324,Academic year,National,E92000001,England,Non-STEM Secondary Subjects,Total,Total,17994,8295,100,9819,55
202324,Academic year,National,E92000001,England,Others,PG fee-funded,HEI,1025,207,66,265,26
202324,Academic year,National,E92000001,England,Others,PG fee-funded,SCITT,481,86,27,113,23
202324,Academic year,National,E92000001,England,Others,PG fee-funded,Total,1283,293,93,378,29
202324,Academic year,National,E92000001,England,Others,PG Salaried PGTA,HEI,21,2,1,x,x
202324,Academic year,National,E92000001,England,Others,PG Salaried PGTA,SCITT,24,4,1,x,x
202324,Academic year,National,E92000001,England,Others,PG Salaried PGTA,Total,45,6,2,7,16
202324,Academic year,National,E92000001,England,Others,PG Salaried School Direct,HEI,16,3,1,x,x
202324,Academic year,National,E92000001,England,Others,PG Salaried School Direct,SCITT,54,12,4,12,22
202324,Academic year,National,E92000001,England,Others,PG Salaried School Direct,Total,70,15,5,15,21
202324,Academic year,National,E92000001,England,Others,PG Total,HEI,1052,212,68,270,26
202324,Academic year,National,E92000001,England,Others,PG Total,SCITT,538,102,32,130,24
202324,Academic year,National,E92000001,England,Others,PG Total,Total,1350,314,100,400,30
202324,Academic year,National,E92000001,England,Others,Total,HEI,1052,212,68,270,26
202324,Academic year,National,E92000001,England,Others,Total,SCITT,538,102,32,130,24
202324,Academic year,National,E92000001,England,Others,Total,Total,1350,314,100,400,30
202324,Academic year,National,E92000001,England,Physical Education,PG fee-funded,HEI,2230,914,65,1069,48
202324,Academic year,National,E92000001,England,Physical Education,PG fee-funded,SCITT,1188,438,31,513,43
202324,Academic year,National,E92000001,England,Physical Education,PG fee-funded,Total,2648,1352,97,1582,60
202324,Academic year,National,E92000001,England,Physical Education,PG Salaried PGTA,HEI,38,6,0,8,21
202324,Academic year,National,E92000001,England,Physical Education,PG Salaried PGTA,SCITT,144,31,2,33,23
202324,Academic year,National,E92000001,England,Physical Education,PG Salaried PGTA,Total,171,37,3,41,24
202324,Academic year,National,E92000001,England,Physical Education,PG Salaried School Direct,HEI,37,4,0,4,11
202324,Academic year,National,E92000001,England,Physical Education,PG Salaried School Direct,SCITT,46,8,1,8,17
202324,Academic year,National,E92000001,England,Physical Education,PG Salaried School Direct,Total,75,12,1,12,16
202324,Academic year,National,E92000001,England,Physical Education,PG Total,HEI,2266,924,66,1081,48
202324,Academic year,National,E92000001,England,Physical Education,PG Total,SCITT,1285,477,34,554,43
202324,Academic year,National,E92000001,England,Physical Education,PG Total,Total,2734,1401,100,1635,60
202324,Academic year,National,E92000001,England,Physical Education,Total,HEI,2266,924,66,1081,48
202324,Academic year,National,E92000001,England,Physical Education,Total,SCITT,1285,477,34,554,43
202324,Academic year,National,E92000001,England,Physical Education,Total,Total,2734,1401,100,1635,60
202324,Academic year,National,E92000001,England,Physics,PG fee-funded,HEI,2486,442,71,593,24
202324,Academic year,National,E92000001,England,Physics,PG fee-funded,SCITT,787,158,25,186,24
202324,Academic year,National,E92000001,England,Physics,PG fee-funded,Total,2807,600,96,779,28
202324,Academic year,National,E92000001,England,Physics,PG Salaried PGTA,HEI,26,2,0,x,x
202324,Academic year,National,E92000001,England,Physics,PG Salaried PGTA,SCITT,71,3,0,3,4
202324,Academic year,National,E92000001,England,Physics,PG Salaried PGTA,Total,93,5,1,5,5
202324,Academic year,National,E92000001,England,Physics,PG Salaried School Direct,HEI,69,0,0,0,0
202324,Academic year,National,E92000001,England,Physics,PG Salaried School Direct,SCITT,308,17,3,17,6
202324,Academic year,National,E92000001,England,Physics,PG Salaried School Direct,Total,350,17,3,17,5
202324,Academic year,National,E92000001,England,Physics,PG Total,HEI,2525,444,71,595,24
202324,Academic year,National,E92000001,England,Physics,PG Total,SCITT,1051,178,29,206,20
202324,Academic year,National,E92000001,England,Physics,PG Total,Total,2944,622,100,801,27
202324,Academic year,National,E92000001,England,Physics,Total,HEI,2525,444,71,595,24
